gene	Sample_1-1	Sample_1-2	Sample_1-3	Sample_1-4	Sample_2-1	Sample_2-2	Sample_2-3	Sample_2-4
Gene_3083	61	83	82	98	36	115	73	62
Gene_3084	1	1	2	0	3	0	1	1
Gene_3085	819	1196	875	636	978	1444	823	1256
Gene_3086	205	282	277	307	248	402	283	361
Gene_3087	1803	1216	1731	1135	1423	2141	1641	1427
Gene_3088	43	49	57	59	67	33	54	53
Gene_3089	850	766	884	754	866	863	775	885
Gene_3090	72	53	56	36	80	62	65	49
Gene_3091	0	0	0	0	0	0	0	0
Gene_3092	14	15	8	33	11	21	19	18
Gene_3093	149	181	203	193	199	177	240	184
Gene_3094	5	23	10	26	11	16	18	27
Gene_3095	1	0	0	0	0	2	0	0
Gene_3096	18	37	32	36	25	24	44	29
Gene_3097	2857	4003	2894	3233	3017	4370	3774	2747
Gene_3098	210	167	142	120	203	164	160	227
Gene_3099	0	1	0	1	0	1	0	2
Gene_3100	481	329	281	261	319	263	407	362
Gene_3101	755	864	578	728	597	787	971	557
Gene_3102	112	86	183	131	120	162	154	137
Gene_3103	74	59	100	51	207	237	271	261
Gene_3104	0	3	0	1	1	2	3	0
Gene_3105	49	38	42	53	67	61	52	47
Gene_3106	8	8	5	9	3	1	1	1
Gene_3107	17	10	20	22	25	8	10	23
Gene_3108	471	757	649	538	337	1179	591	632
Gene_3109	3	1	3	4	1	4	3	4
Gene_3110	1051	654	509	811	1003	818	1019	885
Gene_3111	68	53	63	45	51	43	44	40
Gene_3112	200	151	164	151	1006	577	521	701
Gene_3113	19852	8255	15489	10791	14556	15634	11806	10199
Gene_3114	454	479	308	426	370	210	357	412
Gene_3115	0	0	1	0	0	1	0	1
Gene_3116	1094	1338	1535	742	788	985	767	1488
Gene_3117	32	16	36	40	29	33	36	14
Gene_3118	45	55	45	45	56	51	55	58
Gene_3119	44245	35818	41590	42004	54432	49738	50554	78026
Gene_3120	61	44	20	31	61	38	61	46
Gene_3121	11	14	7	4	10	4	10	9
Gene_3122	10	14	9	8	1	4	2	5
Gene_3123	1	4	3	3	0	5	1	3
Gene_3124	66	54	34	45	51	55	38	28
Gene_3125	2	3	1	2	2	3	1	2
Gene_3126	0	0	0	0	1	0	0	0
Gene_3127	33	31	30	28	175	183	110	186
Gene_3128	40	40	25	38	41	27	31	20
Gene_3129	354	301	317	398	248	309	349	399
Gene_3130	183	162	187	146	177	229	181	134
Gene_3131	4	7	6	3	13	11	4	12
Gene_3132	13	10	8	6	10	9	17	13
Gene_3133	5	6	6	10	5	4	5	7
Gene_3134	0	1	0	1	0	0	0	3
Gene_3135	6454	3698	5383	3518	7315	8911	3761	3887
Gene_3136	942	1565	1073	1829	1391	1919	2001	1650
Gene_3137	11	6	7	12	6	10	14	11
Gene_3138	0	0	2	3	2	0	0	1
Gene_3139	2	2	2	1	0	0	3	0
Gene_3140	70	94	97	67	64	69	94	83
Gene_3141	2	1	0	1	0	0	0	0
Gene_3142	48	64	59	96	58	49	61	72
Gene_3143	59	66	102	78	70	58	93	74
Gene_3144	14914	15313	13638	21881	16391	14687	13776	21882
Gene_3145	5	2	1	5	2	1	5	2
Gene_3146	58	32	24	26	44	49	49	41
Gene_3147	93	106	75	73	99	73	91	67
Gene_3148	38	14	14	16	27	22	19	14
Gene_3149	2102	1638	2185	1829	2184	1504	2126	2215
Gene_3150	548	588	751	529	424	411	282	481
Gene_3151	228	116	196	146	231	155	251	206
Gene_3152	262	247	159	246	244	382	278	229
Gene_3153	4128	3198	2555	2765	2479	3180	2745	2345
Gene_3154	284	370	348	353	145	70	108	157
Gene_3155	14015	15802	17894	10883	13679	11306	14959	18441
Gene_3156	7601	6123	5745	7409	31916	26893	27897	29525
Gene_3157	244	156	168	136	170	122	175	277
Gene_3158	1969	987	721	1296	5503	6426	4928	4920
Gene_3159	2	0	0	0	0	0	1	1
Gene_3160	4	13	3	5	9	9	1	4
Gene_3161	4	2	1	4	1	0	1	1
Gene_3162	775	640	754	784	585	611	608	1062
Gene_3163	9	5	9	7	6	8	6	6
Gene_3164	0	3	0	0	0	1	0	0
Gene_3165	278	164	275	187	312	377	217	264
Gene_3166	6171	3512	4428	4952	3044	4397	3574	3907
Gene_3167	128	104	106	133	112	176	139	149
Gene_3168	304	240	361	274	54	113	88	110
Gene_3169	4209	6445	6680	4072	10415	21626	18105	15133
Gene_3170	0	0	0	0	0	0	0	0
Gene_3171	14	16	11	10	18	21	17	13
Gene_3172	14	15	10	11	11	7	7	20
Gene_3173	19	9	16	12	45	65	61	43
Gene_3174	101	128	106	116	96	104	190	142
Gene_3175	137	217	202	170	222	147	143	93
Gene_3176	45	56	42	61	41	61	61	59
Gene_3177	15588	13269	12963	15197	6432	8872	4683	5078
Gene_3178	176	200	181	175	45	51	44	44
Gene_3179	2300	2539	2166	2547	3122	3645	3121	4028
Gene_3180	78	57	76	35	44	61	93	39
Gene_3181	288	362	270	325	69	143	198	122
Gene_3182	407	615	934	1602	715	837	642	737
Gene_3183	17	30	22	23	25	16	7	19
Gene_3184	82	158	100	67	113	66	88	77
Gene_3185	24	19	33	36	27	13	25	18
Gene_3186	0	0	0	0	0	0	0	0
Gene_3187	1743	1571	1708	641	1659	2031	2102	1817
Gene_3188	214	241	128	178	249	134	218	376
Gene_3189	3	4	4	1	2	4	3	2
Gene_3190	54	61	66	52	45	79	35	68
Gene_3191	249	319	269	141	79	50	64	76
Gene_3192	48	39	54	29	46	27	46	47
Gene_3193	1	2	2	5	4	1	0	6
Gene_3194	52075	70677	66345	65680	71625	82740	84366	88341
Gene_3195	10	7	16	10	14	14	13	12
Gene_3196	0	0	0	0	1	0	1	2
Gene_3197	1948	1454	1537	924	1394	1356	2043	1505
Gene_3198	287	287	383	333	297	285	276	193
Gene_3199	438	467	412	230	1554	1225	1337	1325
Gene_3200	6	6	1	4	3	2	5	7
Gene_3201	2577	3258	2516	2746	3628	3964	2381	3691
Gene_3202	9	3	4	7	4	2	7	3
Gene_3203	0	0	2	1	0	1	1	2
Gene_3204	7	9	5	11	10	10	7	13
Gene_3205	73	83	60	85	83	58	45	79
Gene_3206	0	0	0	0	0	0	0	0
Gene_3207	1116	1147	482	1133	1011	1007	816	920
Gene_3208	19	32	20	32	27	16	32	26
Gene_3209	7	5	6	6	7	4	5	1
Gene_3210	11117	12562	14559	16402	10413	9741	15819	9751
Gene_3211	22	18	11	12	16	22	13	22
Gene_3212	250	235	341	330	381	239	246	255
Gene_3213	8	6	15	8	16	19	11	6
Gene_3214	13	8	8	4	11	4	10	4
Gene_3215	13	17	13	15	16	14	17	11
Gene_3216	0	0	0	0	0	1	0	0
Gene_3217	0	1	1	1	1	1	6	1
Gene_3218	8979	6085	8077	5037	7607	6521	6528	7838
Gene_3219	406	574	497	446	760	454	797	429
Gene_3220	430	256	229	224	335	264	253	402
Gene_3221	131424	139384	62685	107327	110276	103715	108183	108931
Gene_3222	5	8	7	4	3	3	1	3
Gene_3223	74	78	93	81	76	82	56	102
Gene_3224	290	281	346	305	188	188	173	343
Gene_3225	3	3	1	3	4	3	1	1
Gene_3226	739	644	340	677	526	539	718	699
Gene_3227	271	229	201	225	147	206	168	195
Gene_3228	1	5	1	4	1	2	1	0
Gene_3229	18	15	14	10	16	13	11	10
Gene_3230	228	228	312	304	298	332	308	472
Gene_3231	19	31	40	30	24	20	23	25
Gene_3232	1334	1298	1761	1471	1165	891	1076	1036
Gene_3233	450	430	396	666	413	479	540	456
Gene_3234	91	106	164	109	155	189	149	150
Gene_3235	0	0	1	0	0	2	0	0
Gene_3236	77	59	85	79	322	319	246	420
Gene_3237	113	130	109	107	71	96	95	57
Gene_3238	0	0	0	0	0	0	0	0
Gene_3239	45	42	48	33	39	60	47	48
Gene_3240	12696	13627	19457	14080	15670	16249	20012	17657
Gene_3241	29	31	18	16	14	19	12	29
Gene_3242	19	22	24	32	10	6	10	8
Gene_3243	300	326	307	350	265	222	382	356
Gene_3244	11	13	16	15	18	13	16	18
Gene_3245	0	0	1	1	0	0	3	0
Gene_3246	1800	1786	1547	1164	1216	1243	2309	1789
Gene_3247	557	999	754	780	661	856	549	712
Gene_3248	163	175	193	178	115	121	166	113
Gene_3249	16	23	14	18	21	9	9	23
Gene_3250	25351	33739	28658	34273	30673	26234	16132	29557
Gene_3251	137	275	192	275	251	254	220	153
Gene_3252	318	292	367	286	87	133	88	107
Gene_3253	9511	8002	10638	9283	6568	3495	8171	9166
Gene_3254	162	180	219	142	117	137	128	187
Gene_3255	77	62	52	54	67	46	64	47
Gene_3256	28	36	29	30	23	24	30	9
Gene_3257	2	5	4	5	0	0	1	0
Gene_3258	128	111	118	114	98	123	92	83
Gene_3259	316	258	272	144	221	298	176	241
Gene_3260	430	408	585	580	516	564	512	703
Gene_3261	20	13	11	15	25	12	26	13
Gene_3262	79	65	91	103	60	65	57	58
Gene_3263	320	300	277	244	270	215	357	227
Gene_3264	1513	1888	2369	1736	2113	1860	1694	2660
Gene_3265	244	386	385	238	358	390	385	332
Gene_3266	126193	133645	106381	94987	120557	107899	160096	102444
Gene_3267	2628	2053	2455	2245	2838	2221	3449	2721
Gene_3268	7038	4944	9761	5242	7340	6708	10112	5327
Gene_3269	4506	4408	5276	5564	1642	1606	3032	2401
Gene_3270	387	531	341	484	440	425	377	705
Gene_3271	0	0	0	0	0	0	0	0
Gene_3272	2869	3033	1852	2887	2791	1948	2765	2101
Gene_3273	3	0	2	0	0	1	0	0
Gene_3274	1063	1732	1971	1353	1874	1510	2115	1713
Gene_3275	2379	2453	2714	3289	2024	2109	3186	2150
Gene_3276	1195	1061	1356	1092	954	1695	1143	1192
Gene_3277	62	39	34	24	55	25	27	63
Gene_3278	722	704	695	510	776	588	625	737
Gene_3279	23	26	13	22	30	31	21	25
Gene_3280	2	3	0	4	4	1	2	4
Gene_3281	30237	56943	43737	45767	33962	39049	56045	43254
Gene_3282	1	6	8	6	5	7	13	9
Gene_3283	6	4	6	8	2	4	9	7
Gene_3284	8221	9088	5723	7076	18748	24872	32945	20904
Gene_3285	137	112	59	115	424	366	473	623
Gene_3286	1	0	0	1	0	0	0	2
Gene_3287	7	2	3	4	1	2	1	2
Gene_3288	1137	1158	1228	1654	792	1192	1175	1426
Gene_3289	1	4	5	5	6	8	2	4
Gene_3290	8053	8748	6764	7608	5044	7725	9878	8710
Gene_3291	1295	1740	1656	1942	7896	11329	7542	9153
Gene_3292	9885	17167	18157	16800	19127	17290	12765	14958
Gene_3293	2	1	0	7	3	1	1	1
Gene_3294	1	0	3	0	1	0	1	0
Gene_3295	1460	1101	1330	1039	1379	1207	1177	1002
Gene_3296	9028	5309	7985	7112	5235	5884	6678	4852
Gene_3297	60816	60200	43733	52528	59843	59625	51989	52401
Gene_3298	1017	1053	781	1126	682	991	1076	621
Gene_3299	19	21	15	32	7	7	3	5
Gene_3300	3174	3817	2945	3198	2923	3597	2733	3558
Gene_3301	75	68	41	66	66	60	53	50
Gene_3302	80	92	76	75	73	44	31	102
Gene_3303	4125	2851	5665	5265	4724	5885	5128	4821
Gene_3304	23	33	25	59	30	43	48	51
Gene_3305	0	0	2	1	1	2	0	4
Gene_3306	35	43	53	44	45	50	56	52
Gene_3307	98	79	93	102	86	98	116	113
Gene_3308	5	2	2	3	3	5	2	2
Gene_3309	3	0	4	0	1	0	0	0
Gene_3310	1846	2634	2587	1752	1974	2444	3291	3334
Gene_3311	100	151	95	163	116	137	109	111
Gene_3312	198	200	202	165	673	883	946	967
Gene_3313	1614	896	1411	1518	849	1781	922	1895
Gene_3314	69	65	118	116	106	100	74	54
Gene_3315	187236	145464	225030	178986	167260	346476	145349	176604
Gene_3316	66159	36220	73302	64187	48868	46312	48706	48834
Gene_3317	1460	1256	1302	987	656	589	713	391
Gene_3318	1	1	7	7	7	6	5	7
Gene_3319	4414	4214	5393	4320	3379	3870	4895	5140
Gene_3320	130	124	137	180	127	133	127	147
Gene_3321	0	1	2	1	0	1	1	0
Gene_3322	6780	8208	6822	5125	6312	6490	4323	4607
Gene_3323	2226	3064	1612	3416	2493	2448	2049	3662
Gene_3324	5220	4835	3841	6335	6685	4434	4396	4947
Gene_3325	402	295	246	449	297	260	374	452
Gene_3326	230	132	189	173	254	229	154	273
Gene_3327	3	2	1	0	3	3	1	0
Gene_3328	7	4	5	2	0	4	2	3
Gene_3329	0	1	0	1	1	0	2	3
Gene_3330	54204	42227	47269	52321	33430	40516	42496	52165
Gene_3331	220	196	231	191	84	81	91	80
Gene_3332	13	6	12	13	15	12	9	11
Gene_3333	0	0	0	0	0	0	0	0
Gene_3334	122	162	162	161	147	135	145	150
Gene_3335	0	4	0	0	0	0	0	1
Gene_3336	98	102	87	95	420	409	460	392
Gene_3337	66	63	108	101	65	99	103	88
Gene_3338	4	4	5	4	2	2	3	0
Gene_3339	9	5	4	2	3	2	3	2
Gene_3340	207	141	140	108	103	114	140	141
Gene_3341	13	18	15	18	20	18	19	24
Gene_3342	5268	4889	4479	4623	3140	3672	4242	4419
Gene_3343	5770	3790	4461	3753	6647	4237	4188	4528
Gene_3344	86	68	84	51	403	230	423	281
Gene_3345	1	2	3	0	3	2	2	4
Gene_3346	104	70	117	156	126	112	140	76
Gene_3347	9	5	5	5	7	11	9	11
Gene_3348	3	6	5	7	1	5	6	4
Gene_3349	657	1426	1519	1117	1071	1027	896	1491
Gene_3350	117	63	77	117	79	119	88	116
Gene_3351	1087	1221	1238	1229	1636	1218	1678	1722
Gene_3352	29	29	37	29	28	36	52	26
Gene_3353	10479	9358	10810	6191	4623	6737	4546	6728
Gene_3354	1961	1876	1437	1686	1843	1351	1799	1767
Gene_3355	112	92	73	96	98	99	101	119
Gene_3356	3	2	2	4	3	1	1	1
Gene_3357	6	3	4	1	2	2	5	1
Gene_3358	1244	706	704	849	384	341	384	398
Gene_3359	0	0	0	1	0	1	0	0
Gene_3360	220	267	308	312	202	304	305	224
Gene_3361	886	806	920	979	2778	3538	5104	3052
Gene_3362	295	326	272	388	138	140	119	91
Gene_3363	268093	277504	403312	396937	444068	258817	256775	265019
Gene_3364	1	0	0	1	1	0	0	0
Gene_3365	151	155	192	104	152	177	148	195
Gene_3366	10	16	6	3	15	16	8	6
Gene_3367	6	14	23	15	15	7	13	16
Gene_3368	61	24	37	15	72	32	28	39
Gene_3369	825	614	406	713	604	645	699	382
Gene_3370	828	1053	790	886	947	997	702	744
Gene_3371	2	2	0	1	0	1	1	1
Gene_3372	44	32	40	36	27	20	25	30
Gene_3373	2233	2566	1712	2445	2840	2135	1808	1801
Gene_3374	1588	2302	1441	1758	386	518	304	595
Gene_3375	1	1	0	2	0	1	1	3
Gene_3376	1107	696	801	1018	788	714	647	933
Gene_3377	3753	3273	4388	4081	11417	24152	16408	13931
Gene_3378	16	18	19	18	23	18	21	22
Gene_3379	93	85	102	73	83	119	115	77
Gene_3380	69	48	59	44	74	41	63	60
Gene_3381	11	21	13	14	16	13	12	24
Gene_3382	24	57	53	31	30	46	32	27
Gene_3383	43	77	19	34	157	85	204	172
Gene_3384	48	45	56	36	66	41	40	39
Gene_3385	2	0	2	3	3	0	1	5
Gene_3386	353	603	581	582	868	531	662	514
Gene_3387	559	449	374	496	447	197	347	431
Gene_3388	75	109	36	39	16	13	19	12
Gene_3389	129	117	158	202	53	35	51	53
Gene_3390	0	1	2	0	1	2	0	1
Gene_3391	122	118	188	128	81	143	109	70
Gene_3392	771	468	633	579	362	500	491	435
Gene_3393	43	28	40	33	16	24	14	16
Gene_3394	70	55	56	70	92	56	55	81
Gene_3395	189	327	243	156	247	211	211	85
Gene_3396	2	2	3	0	0	1	0	0
Gene_3397	2792	2733	2681	2552	2499	4112	2450	2088
Gene_3398	3523	5112	6120	3841	5959	6512	4435	3650
Gene_3399	1538	1715	1343	1176	1553	725	1363	1186
Gene_3400	18	21	11	15	52	71	71	55
Gene_3401	1275	1312	1436	1225	1416	1115	1637	1121
Gene_3402	386	465	704	411	668	652	631	408
Gene_3403	513	542	589	487	329	517	793	542
Gene_3404	160	221	132	146	57	96	57	78
Gene_3405	1962	1795	1254	1670	1063	1487	1685	1091
Gene_3406	59	75	76	47	26	91	46	62
Gene_3407	865	1599	1054	975	1207	1081	1599	1055
Gene_3408	22	54	55	68	56	47	48	51
Gene_3409	11	4	13	13	6	2	6	6
Gene_3410	26	10	13	36	11	21	14	12
Gene_3411	190	114	119	96	363	655	401	417
Gene_3412	3008	2492	1791	3398	1982	3321	3506	2645
Gene_3413	77	88	45	110	57	80	62	81
Gene_3414	839	657	818	824	573	568	763	946
Gene_3415	194553	192151	379836	293228	289921	347659	395725	439577
Gene_3416	4	3	4	2	15	22	6	25
Gene_3417	10	6	3	15	6	6	10	10
Gene_3418	555	447	456	581	855	630	646	508
Gene_3419	0	0	1	0	0	0	0	0
Gene_3420	10	13	15	15	47	60	54	67
Gene_3421	80	67	88	99	77	108	95	89
Gene_3422	0	1	1	2	0	3	0	0
Gene_3423	4482	3296	4297	4743	3717	3885	4018	4794
Gene_3424	7	11	7	6	7	8	10	12
Gene_3425	48	81	70	61	191	191	289	280
Gene_3426	4083	3522	3917	4543	21437	12751	15699	22944
Gene_3427	528	565	386	426	1608	1955	1874	2104
Gene_3428	281	286	367	281	303	230	253	237
Gene_3429	45	64	43	68	102	54	64	79
Gene_3430	101	83	70	65	77	89	107	89
Gene_3431	105	110	148	138	96	152	86	80
Gene_3432	1	3	4	4	4	4	1	2
Gene_3433	379	266	291	394	230	232	281	276
Gene_3434	9	9	15	11	15	9	12	15
Gene_3435	0	2	1	0	0	1	1	0
Gene_3436	959	591	439	671	1976	2948	2332	1999
Gene_3437	0	0	0	0	0	0	0	0
Gene_3438	284	292	274	322	320	255	275	376
Gene_3439	86	93	106	92	95	104	119	136
Gene_3440	0	4	4	0	0	1	2	1
Gene_3441	697	685	610	570	653	682	799	827
Gene_3442	47	60	60	38	50	73	49	35
Gene_3443	40	56	80	55	65	59	52	75
Gene_3444	110	80	78	64	105	56	132	84
Gene_3445	201	144	137	140	127	128	178	181
Gene_3446	3	9	8	10	34	33	28	33
Gene_3447	428	548	733	535	635	846	534	664
Gene_3448	113	125	105	90	108	97	83	81
Gene_3449	12	26	16	19	13	10	14	15
Gene_3450	236	349	225	190	230	213	236	172
Gene_3451	92	78	76	59	64	115	56	91
Gene_3452	33	40	37	46	23	43	17	34
Gene_3453	154	137	107	158	288	166	84	118
Gene_3454	2965	2865	4030	1979	1600	2587	1820	2669
Gene_3455	360	465	288	408	434	506	358	468
Gene_3456	5990	5137	5100	4612	3886	5208	6532	5243
Gene_3457	216	381	352	365	379	321	230	357
Gene_3458	396	404	988	360	438	600	405	734
Gene_3459	100	124	79	84	100	97	80	111
Gene_3460	3723	3484	2796	3009	2260	2445	2247	2763
Gene_3461	8	21	6	18	11	9	19	8
Gene_3462	595	273	546	698	568	499	560	552
Gene_3463	112964	97169	113630	92306	83917	65285	90528	56870
Gene_3464	0	0	0	0	0	0	0	0
Gene_3465	18	30	23	31	32	31	39	41
Gene_3466	177	139	171	179	799	1009	524	600
Gene_3467	300	308	283	419	318	302	424	331
Gene_3468	90	90	58	84	26	25	24	19
Gene_3469	114	123	211	180	173	162	229	194
Gene_3470	15	16	20	9	16	15	15	21
Gene_3471	7187	9967	11012	9988	6272	7046	10954	8332
Gene_3472	606	1056	652	831	876	853	628	929
Gene_3473	17	34	36	27	33	21	25	20
Gene_3474	32	39	54	38	155	304	231	213
Gene_3475	1	5	4	6	9	3	3	2
Gene_3476	227	269	329	190	267	204	302	302
Gene_3477	0	0	0	0	0	0	0	0
Gene_3478	73	80	50	78	40	103	62	63
Gene_3479	0	1	0	0	3	1	0	0
Gene_3480	287	452	248	408	279	484	378	223
Gene_3481	1916	2609	2339	2868	1812	1807	1563	2214
Gene_3482	3132	4675	4188	3929	4951	3695	3087	5533
Gene_3483	2396	2091	1544	2144	1672	2031	2401	2282
Gene_3484	0	0	0	2	1	2	5	4
Gene_3485	511	428	384	434	1917	2354	2176	2198
Gene_3486	6786	12395	7704	10184	12653	8688	10342	8443
Gene_3487	96	108	94	112	67	105	63	122
Gene_3488	10	11	8	12	8	1	7	12
Gene_3489	29	39	33	34	41	52	35	46
Gene_3490	9	7	4	11	6	8	6	5
Gene_3491	4442	5673	5084	5555	2844	6566	4096	3155
Gene_3492	58	36	73	47	51	72	36	47
Gene_3493	9	11	20	15	13	10	12	20
Gene_3494	89	71	54	91	80	80	80	52
Gene_3495	5390	3994	4931	3885	5383	4084	4177	3196
Gene_3496	8	21	15	13	10	12	11	14
Gene_3497	7	9	9	5	4	0	3	2
Gene_3498	7	8	15	3	4	9	0	12
Gene_3499	4896	5010	4117	5134	4465	3490	6203	4679
Gene_3500	5	7	8	7	6	5	7	3
Gene_3501	1497	3563	1811	2062	1904	2429	3033	2248
Gene_3502	212	189	159	159	151	209	99	143
Gene_3503	1	3	6	4	3	3	3	2
Gene_3504	2	3	2	1	1	1	2	1
Gene_3505	5	13	18	12	51	31	64	56
Gene_3506	30	24	30	24	36	37	37	40
Gene_3507	0	0	0	0	0	0	0	0
Gene_3508	7315	11685	14861	12917	7421	12629	8039	14644
Gene_3509	3458	4180	4609	4225	3348	5065	5215	3756
Gene_3510	44	28	23	16	29	34	29	33
Gene_3511	0	0	0	0	0	0	0	0
Gene_3512	13	25	27	22	28	26	20	21
Gene_3513	108	78	90	109	100	106	75	73
Gene_3514	221	234	224	165	933	766	934	623
Gene_3515	1042	2158	1105	1096	2004	1816	957	1031
Gene_3516	7	8	13	11	7	2	11	12
Gene_3517	412	379	354	207	225	271	476	338
Gene_3518	6156	3701	4504	6825	4755	4334	4824	5289
Gene_3519	35	26	28	45	43	20	25	33
Gene_3520	164	204	187	182	176	182	188	124
Gene_3521	1347	1296	1331	1105	1348	1316	728	969
Gene_3522	33	64	36	39	82	36	51	47
Gene_3523	149	122	155	125	94	100	144	198
Gene_3524	10	13	9	10	8	16	11	16
Gene_3525	7	5	3	9	2	5	4	2
Gene_3526	25	18	15	31	20	32	19	13
Gene_3527	3171	3483	4535	3535	2348	3025	3159	2870
Gene_3528	3	9	4	9	9	11	7	11
Gene_3529	1003	1269	974	932	1381	1567	983	1312
Gene_3530	5019	3508	3727	2799	3228	5559	4920	3741
Gene_3531	136	130	128	163	152	100	177	160
Gene_3532	374	265	252	207	336	308	455	284
Gene_3533	61	74	72	74	73	67	92	59
Gene_3534	4256	3622	4525	7157	5592	5625	5887	3932
Gene_3535	5766	4673	5177	6928	6461	4691	5766	4027
Gene_3536	3	2	3	6	3	3	4	3
Gene_3537	10	13	20	18	13	9	21	9
Gene_3538	18	29	26	19	29	30	24	25
Gene_3539	616	529	576	680	519	701	336	599
Gene_3540	1	4	3	1	3	3	0	0
Gene_3541	5	0	4	3	3	1	6	4
Gene_3542	407	369	263	244	276	377	330	396
Gene_3543	43	27	18	25	5	9	8	2
Gene_3544	26	29	32	33	34	32	31	31
Gene_3545	17	8	8	10	17	16	10	13
Gene_3546	26	27	17	34	10	23	20	19
Gene_3547	21	21	27	16	12	19	10	12
Gene_3548	164	172	143	111	85	167	101	104
Gene_3549	341	431	394	687	280	546	334	582
Gene_3550	30	59	48	75	75	57	67	44
Gene_3551	222	218	166	96	149	131	196	161
Gene_3552	2	0	2	4	1	1	1	1
Gene_3553	4	1	4	2	1	2	1	2
Gene_3554	31	37	43	24	13	33	42	51
Gene_3555	299	340	212	320	269	212	297	299
Gene_3556	2552	1937	2156	1778	1792	1953	1405	2516
Gene_3557	494	569	516	635	700	610	625	887
Gene_3558	52	40	51	47	34	66	57	42
Gene_3559	0	0	0	1	0	0	0	0
Gene_3560	179	122	143	209	177	124	157	231
Gene_3561	0	0	1	0	0	0	0	0
Gene_3562	109	79	94	72	63	115	82	78
Gene_3563	15	14	17	21	14	21	21	21
Gene_3564	6	8	12	6	8	13	19	12
Gene_3565	3	8	2	4	10	5	3	3
Gene_3566	5	12	8	7	4	7	8	6
Gene_3567	166	147	115	181	225	204	154	193
Gene_3568	4769	5358	6202	7743	5293	4214	5098	4045
Gene_3569	1557	2332	2294	2490	1122	1982	1614	2031
Gene_3570	2544	3562	3451	4109	1395	919	1591	1278
Gene_3571	70	83	95	43	108	69	86	98
Gene_3572	720	572	360	483	708	692	592	380
Gene_3573	0	1	2	1	0	0	0	0
Gene_3574	85	100	56	106	96	72	59	90
Gene_3575	61	51	112	96	163	119	160	155
Gene_3576	80	130	83	62	58	67	77	77
Gene_3577	141	211	185	258	139	262	209	181
Gene_3578	21	25	17	30	24	25	30	20
Gene_3579	0	1	1	1	1	0	2	0
Gene_3580	0	0	0	0	0	0	0	0
Gene_3581	27	24	51	39	48	48	31	42
Gene_3582	1911919	1698389	2224975	1733186	1414287	1244141	1337457	1689318
Gene_3583	0	0	1	0	0	0	1	0
Gene_3584	37	49	44	53	127	116	159	195
Gene_3585	0	1	0	0	1	0	0	0
Gene_3586	100	63	62	89	70	80	39	65
Gene_3587	17243	20273	10398	21021	19985	16056	16684	11807
Gene_3588	49	81	87	99	74	71	64	55
Gene_3589	0	2	1	1	0	1	0	1
Gene_3590	5	4	2	6	2	2	4	3
Gene_3591	1	1	0	2	2	2	1	4
Gene_3592	451	356	341	367	239	464	290	243
Gene_3593	12	27	16	13	14	17	16	14
Gene_3594	1	2	8	1	2	2	3	2
Gene_3595	6	11	10	5	7	11	8	7
Gene_3596	1488	743	1812	1258	1069	1168	1392	1229
Gene_3597	0	2	0	1	1	1	2	1
Gene_3598	132	77	111	100	114	133	75	96
Gene_3599	4	6	1	2	2	9	7	2
Gene_3600	6	8	12	6	5	17	11	15
Gene_3601	2482	3258	1795	2520	2360	3079	3243	2663
Gene_3602	1	3	1	0	2	3	1	3
Gene_3603	18	22	14	18	15	20	13	30
Gene_3604	3	1	2	2	0	2	0	1
Gene_3605	164	157	173	248	165	246	120	119
Gene_3606	1	2	1	1	0	0	0	0
Gene_3607	542	416	451	393	375	311	426	270
Gene_3608	2	2	0	0	0	2	3	0
Gene_3609	517	636	485	947	2319	2140	3920	1758
Gene_3610	26143	24789	35587	19237	28643	23138	34391	34135
Gene_3611	54	41	33	40	10	11	12	12
Gene_3612	1698	2406	1812	2415	2277	2277	3658	2289
Gene_3613	10	10	4	7	5	5	7	9
Gene_3614	0	0	0	0	0	0	0	0
Gene_3615	176	123	98	102	117	129	154	78
Gene_3616	2870	3412	3492	1687	2229	1961	2061	3184
Gene_3617	611	1003	937	1109	719	1144	1115	1711
Gene_3618	217	209	161	164	1194	1007	447	558
Gene_3619	2	2	0	4	3	2	7	3
Gene_3620	6	6	2	1	0	0	1	0
Gene_3621	22	16	27	22	18	21	17	27
Gene_3622	21	24	20	25	41	40	27	36
Gene_3623	33	32	39	43	36	32	46	24
Gene_3624	3539	3663	3291	3744	3133	4454	4219	4380
Gene_3625	158	180	155	177	97	150	141	99
Gene_3626	18	13	10	11	11	12	16	16
Gene_3627	32875	34488	26732	23664	32616	20523	36146	33461
Gene_3628	95	122	76	93	101	74	100	113
Gene_3629	12	8	7	5	4	9	7	8
Gene_3630	2110	2348	1146	1080	772	505	335	361
Gene_3631	281	117	173	153	206	148	151	201
Gene_3632	10	9	11	4	6	9	18	11
Gene_3633	1028	658	1002	1106	4402	5038	3280	4053
Gene_3634	391	611	622	474	2538	4077	3179	2173
Gene_3635	134382	161967	174831	195316	203686	134659	200168	195150
Gene_3636	42	42	35	36	64	54	44	43
Gene_3637	1	5	2	2	4	1	1	2
Gene_3638	0	0	0	0	0	1	0	1
Gene_3639	9	3	5	9	4	5	6	7
Gene_3640	1307	1379	1149	1288	933	1346	1046	1241
Gene_3641	74	43	54	69	80	87	46	54
Gene_3642	79	113	81	71	278	308	320	237
Gene_3643	39	39	15	44	18	14	12	7
Gene_3644	1	0	0	1	2	0	3	0
Gene_3645	108	110	159	108	66	122	108	88
